ID;SrcDatabase;Title;Author;Affiliation;Literature Source;Keyword;Abstract;PubTime;Year;PageCount;Abstract_Orig
P311;期刊;“五四” 爱国运动的先声——《中华民国留日学生救国团》的成立;张惠芝;河北教育出版社!副编审050061;首都师范大学学报(社会科学版);"留日学生;反帝爱国;《中华民国留日学生救国团》;中华民国;爱国运动;";"1918年“中华民国留日学生救国团”的成立与活动,是留日学生反帝爱国斗争史上光辉的一页,也是当时中国人民掀起的轰轰烈烈的爱国民主运动的重要组成部分.在一定程度上可以说,“留日学生救国团”乃是“五四”运动的先声.留日学生反帝爱国斗争早在一战时期已经开始.1914年日本借对德宣战之机出兵占领我国山东,1915年1月又提出以灭亡中国为目标的“二十一条”.急于称帝、为此需要得到日本支持的袁世凯不惜卖国求荣,竟于是年5月9日几乎全部接受了日方的无理要求.袁世凯的卖国行径激起留日学生极大愤慨,他们召开留日学生总会会议,推举当时在日留学的李大钊起草通电警告全国父老书,呼吁全国人民团结一致,反对日本帝国主义侵略,反对袁世凯订立卖国条约;5、6月间,又派留学生代表团回国,集会演讲,号召国内各阶层民众行动起来.在声势浩大的群众运动压力下,袁世凯被迫于1916年放弃帝制,不久忧惧而死,“二十一条”也因此搁置.";1997-12-20;1997;128-130;
P421;辑刊;日本关东大地震后的中国留日学生;"李天星;";"上海立信会计金融学院马克思主义学院;";近代中国;"留日学生;地震发生;关东大地震;留学生;驻日公使;";1923年9月1日,日本关东地区发生一场震级高、范围广、破坏力大的强烈地震。不仅灾区房屋建筑多毁于一旦,地震所引发的火灾和海啸,更是造成了极大的人员伤亡和财产损失,史称关东大地震。地震发生之时,许多在日华侨和留学生亦未能幸免,尤其因社会秩序混乱和盛传朝鲜人趁火打劫的谣言,导致留日学生惨遭无端侮辱与殴打。作为中国近代史上的一个特殊群体,中日两;2017-12-31;2017;;
P306;期刊;伪满派遣的留日学生;田夫;民国春秋;民国春秋;"留日学生;";1932年3月1日,日本扶植的傀儡政权伪满洲国在东北成立.该伪政权采取了鼓励留学日本的政策,以便训练为日满合并效力的骨干分子,培养汉奸政权的中坚及接班人.除以各种形式派遣公费留学生外,还重用留学回国人员.1936年末,伪满统治下的东北各主要城市举行第一次留学生考试,卒业者全部被伪政府及各特殊会社录用.从而使留学日本具有很大的吸引力.在职位的诱惑下,一些青年乐于赴日镀金.更有一些汉奸亲日分子,为表其对日本侵略者的忠心,都积极地将子女送往日本.由此造成了公费、自费留日者络绎不绝,人数大大超过关内同期留日学生数的现象.据1936年“日华学会”统计,在5909名中国留日学生中,伪满的学生有1833人,几乎占到1/3.;1998-08-15;1998;36;
P116;期刊;论中国留日学生在日的爱国反抗活动——以1937-1945年为考察时期;"周孜正;";"华东师范大学历史系;";社科纵横;"留日学生;;爱国反抗运动;;日本警察;;抗战胜利";"1937-1945年日本侵华期间,中国留日学生是这一时期的特殊群体,他们虽身在敌国,却依然怀着中国心。在日本警察的严密监视和检查下,他们不仅未受奴化,且爱国之心愈增。他们是如何因地制宜地开展爱国反抗活动呢?亲眼见证日本战败的那刻做何感慨呢?本文以历史档案为基础再现了国耻时期这些被忽视的特殊""爱国青年""们在敌国艰难奋斗的尘封往事。";2013-03-15;2013;113-115;
P274;期刊;汪伪的留日学生教育;周孜正;江苏无锡马山灵山管委会办公室;抗日战争研究;"汪伪政权;;留日学生;;奴化教育";1940年 3月汪伪政权成立后 ,为了推行奴化教育向日本派遣了一些留日学生 ,沦陷区也有部分学生自费留学日本 ,那么他们的情况如何呢 ,本文在梳理档案的基础上 ,就当时留日学生的各个方面进行了描述 ,以图再现一段历史的真实。;2004-09-10;2004;102-120;
P382;辑刊;创伤记忆与自我困境的言说——论战后归国留日学生的“被动自传”;"黄立斌;";"南京大学中国新文学研究中心;";现代传记研究;"抗战时期;;留日学生;;自传";1947年7月1日,国民政府教育部颁布抗战期间留日学生甄审办法,规定战时赴日留学业已回国的学生和战后召回的留日学生,应于规定时间内上交自传和思想报告。这些由抗战时期留日学生所写成的自传,现藏于中国第二历史档案馆。战时的形势急变,让青年学生无所适从,在战争环境下留学敌国是一个艰难而无奈的决定。从文本可见,留日学生自传以自我的人生遭遇为素材,主要是对留日经历的回忆和反思。自传以个性化的叙事视角,带有自白、辩解和诉求的心理描写,他们渴望寻求自我认同和他人理解,字里行间蕴含着丰富的情感。;2022-06-30;2021;;
P385;硕士;群体与空间：近代云南留日学生研究（1902-1943）;罗凤兰;云南师范大学;云南师范大学;"近代;;云南;;留日学生;;时空特征";"19世纪中期,正值中国内忧外患之际,为了挽救统治危机,清政府开展了一系列变法运动,但均以失败告终。在此之前,清政府一直将西方视为变法学习的对象,直至甲午一战,战败的屈辱与震惊才迫使中国将目光从西方转向东方。如果说第一次鸦片战争的炮火并未惊醒中国,那么在甲午战后,屈辱感与危机感促使中国深刻反省,开始意识到向日本学习的必要性。自此,中国开始派遣大批学生东渡留学,在全国引发了一场前所未有的留日热潮。与此同时,云南也不可避免地被卷入到这场浪潮之中。1902年,云南派遣10名官费生赴日留学,被视为近代云南留日事业的开端。此后,越来越多的云南学子踏上了东渡求学的道路。1904年,云南派遣144名学生赴日留学,达到了云南留日浪潮的顶峰。自1902至1943年,在近40年的时间里,云南留日学生应达到1500人左右。分析表明,近代云南留日学生的来源和去向有着明显的时空差异,其中籍贯、费别、路线、专业等方面在1912年前后有明显变化。1912年以前,云南留日学生主要有昆明、大理两个生源中心,周边地区零星分布;习师范、法政、铁道、陆军等专业的学生居多;官费派遣为主要方式;赴日路线以国内线,即云南-上海线为主。1912年以后,在原有生源中心的基础上,保山、红河、玉溪等地逐渐发展为新的生源中心,出现了多个生源中心同时并存的局面。所学专业也由以往的师范、法政等文科专业转变为理工、医学等专业;自费留学逐渐成为这一时期的主流;留日路线则由横向转变为纵向,以境外线,即云南-越南-香港线、云南-缅甸-香港线为主,并且学生对路线的选择具有显著的地域差异。1906年以后,云南留日女性逐渐增加。清末至民国,云南共有留日女性71人,但由于种种因素,云南留日女性具有数量少、规模小、质量低、影响弱的特点,对云南近代社会的发展影响有限。留日学生是云南寻求近代化的产物,同时,留日学生又推动了云南近代化的发展。二者相辅相成,相互促进。近代云南留日学生作为一股新兴力量,不可避免的对云南的近代化产生了影响,在云南近代发展史上扮演着重要的角色,是云南近代化的参与者和推动者。";2022-05-24;2022;;
P442;博士;留日学生与直隶省教育近代化（1896-1928）;樊国福;河北大学;河北大学;"近代;;直隶;;留日学生;;教育近代化";19世纪后期，遭受第一次、第二次鸦片战争及太平天国运动沉重打击的清政府，掀起了一场大规模学习西方的改革运动，即洋务运动。这是一场以救亡图存为目的，以中体西用为指导思想，以师夷长技为主要内容的改良运动。洋务运动的重要内容之一即是开展新式教育，谋求教育近代化。但是，同整个洋务运动一样，由于存在着重器物不重原理，涉局部不涉全局，改做法不改制度等严重缺陷，这一时期的教育发展仍然缓慢。与之相适应，直隶省的教育近代化也是不完善和缓慢的。 直隶省近代教育的真正大发展肇始于甲午战争之后。中日甲午战争，中国惨败，举国震惊，朝野上下均认识到日本明治维新的巨大成功，认为要摆脱屡受欺辱的国运，必须首先发展教育、培养人才。为解决这一问题，许多有识之士均把目光集中到了快速便捷的留学教育。留学的目的地，也因甲午战争的震惊由以前赴欧美为主转为以日本为主。直隶省地处京畿、拱卫京师的地理位置和职责使其当仁不让地成为中国各省选派学生留日的排头兵。为促进教育近代化的快速发展，直隶省很早就向日本派出了军事、法政、师范等科的留学生。在直隶省的带领下，全国迅速掀起选派学生留学日本的热潮。 鉴于直隶省的特殊地位，留日学生归国后，相当一部分留在直隶省供职，他们或任职于教育管理机构，或执教于各级各类学堂。在他们的大力协助下，直隶省引进了先进的教育理念，翻译了大批教育论著，创建了近代化的教育体系，采纳了先进的教育方法及手段，引用了日本的教育课程体系及教科书，教育近代化的步伐，尤其是军事、法政、师范教育近代化走在了全国的前列。“凡将校之训练，巡警之编制，司法之改良，教育之普及，皆创自直隶，中央及各省或转相效法。” 在留日学生的影响下，直隶省在教育近代化特别是军事、法政、师范教育近代化方面取得的成绩是毋庸置疑的。但另一方面直隶省教育近代化“模仿有余、创新不足”的历史局限性也是不可否认的。因此，以史为鉴，在今后的留学教育中，应将向西方学习的触角伸向科学、思想、文化的深层，不能采取简单的拿来主义，仅仅限于浅层的模仿，更重要的是借鉴、创新和超越，“终则驾而上之”。;2012-05-01;2012;;
P173;期刊;清末留日学生对法国大革命资料的译介;"王娟;";"聊城大学图书馆;";兰台世界;"清末;;留日学生;;法国大革命;;辛亥革命";19世纪末,留学日本热潮兴起。留日学生们在日本期间和回国以后,翻译了大量日文法国大革命史著作,还编撰了大量宣传与记述法国大革命的文章和书籍。他们成为推动19世纪末和20世纪初中国引介法国大革命的重要力量。;2011-08-20;2011;40;
P092;期刊;近代留日学生在社会变革中的作用研究;"李玉梅;赵远;郭晓璇;";"河北金融学院社科部;河北大学管理学院;";宁波职业技术学院学报;"近代中国;;留日学生;;作用";19世纪末20世纪初,中国出现了大批学生留学日本的热潮。中国近代留日热潮的出现有着复杂的历史原因,是由多种因素综合作用的结果。然而,具有新知识、新思想的留日学生对近代中国的政治、军事、文化有着积极作用。他们不仅是中国民主化的推进者、新文化的传播者,而且也是军事近代化的促进者,在近代中国的社会变革中起了冲锋陷阵、推波助澜的作用。;2014-04-15;2014;70-72;
P441;硕士;清末留日教育与资产阶级革命;石嘉;延边大学;延边大学;"清末;;留日;;教育;;资产阶级;;革命";19世纪末20世纪初,中国的民族危机日益严重,先是甲午战争以中国惨败而告终,继而八国联军侵华、掀起瓜分狂潮,不久又爆发了日俄战争,胜利后的日本更是加紧侵略中国。在民族危亡的刺激之下,加上清政府政策上的支持,日本政府的诱导、日本友人的帮助以及其它有利因素的推动之下,广大学子纷纷东渡日本,探索救亡之道,几年之后,留学日本的人数迅速增加,遂形成了后来的赴日本留学高潮。留日学生在日本接受教育期间主要学习法政、师范、军事等科目；留日学生群体不仅人数众多、规模宏大,而且还带有浓厚的政治色彩,由于清廷急功近利,使得这一时期的速成教育发展显著,与赴欧美留学生不同,留日生更偏于文科,学生素质也是差别很大。留日生在日本期间积极学习和吸收民主思想、新式文化,思想上变得日益激进,许多学生从原来的倾向于立宪救国转变为倾向于通过革命推翻清王朝的统治,进而建立资产阶级共和国,他们渐渐接近资产阶级革命党,许多人追随于孙中山,他们在日本期间或回国后,积极宣传革命思想、创办革命报刊、组建革命团体,部分学生还亲身投入到国内资产阶级革命的战斗中,他们为近代中国资产阶级革命做出了突出贡献。;2012-06-01;2012;;
P222;期刊;论晚清留日学生对我国近代社会变革的影响;"潘云成;";"贵州师范大学历史与政治学院;";凯里学院学报;"晚清时期;;留日学生;;历史贡献";19世纪末20世纪初,为数众多的爱国青年学生赴日留学。这些留日学生利用多种方式,通过广泛、积极的参与,对晚清时期中国社会的政治、思想、科学、文化、教育、军事等领域都作出了巨大贡献。;2009-02-25;2009;49-51;
P411;硕士;对西学东渐中清末留日学生翻译活动的考察;王晓鑫;北京外国语大学;北京外国语大学;"西学东渐;;译书汇编;;清末留日学生;;转译;;路索民约论;;物竞论";19世纪末20世纪初,在帝国主义列强的侵略下,中华民族面临空前严重的危机。为了改变现状,寻找“救亡图存”的道路,成千上万的青年学子纷纷涌向日本。这些留日学生在日本积极从事翻译活动,通过出版杂志等方式将西学传播回国内,对晚清时期中国社会的政治、思想、文化、教育等领域都作出了卓越贡献。因此,考察留日学生的翻译活动,对“西学东渐”过程中通过日本吸收西学这一过程的复杂性以及留日学生所起的作用有重大意义。而且通过日本吸收西学主要有转译日译西书以及翻译日本人所著介绍西学之书两种途径,但先行研究更多关注转译日译西书这一途径。本论文以清末时期留日学生所创办的首个翻译团体一译书汇编社为对象。首先通过其所发行的杂志译书汇编考察译书汇编社翻译活动的整体情况,然后分别选取译书汇编社成员所译书籍来考察两种途径。首先,选择卢梭社会契约论的中译本路索民约论(1902年)来考察转译日译西书的途径。路索民约论是译书汇编社成员杨廷栋根据日本学者原田潜所译民约论覆论转译而成。其次,选取加藤弘之的强者的权利的竞争的中译本物竞论(1901年)来考察翻译日本人所著介绍西学之书这一途径。物竞论是译书汇编社成员杨荫杭翻译而成,该书虽然为日本学者加藤弘之所著,但其内容思想多取自西方学者,例如斯宾塞的社会进化论以及耶林的权力斗争说等。本论文通过将译本以及译者所参照的原本进行对比,整理归纳其中异同点,进而考察两种引进西学途径的特征以及日本、留日学生在其中所起的重要作用。经过上述对比分析,得出如下结论。清末“西学东渐”的过程中,留日学生和日本都发挥了重要作用。首先,日本作为“西学东渐”的中转站,其本身在通过吸收西学的过程中已经对西学进行了一次筛选,留学生所接触的日文西书已经是经过日本人挑选以及理解的结果,而日本人所著介绍西学之书更是通过日本视角所吸收的西学。因此,转译日译西书以及翻译日本人所著介绍西学之书两种途径都或多或少地带上了日本的烙印。其次,留日学生在“西学东渐”的过程中,也发挥了重要作用。一、从杂志译书汇编各阶段内容所围绕的不同主题可知,留日学生通过翻译向国内传播西学时,对内容的选择带有很强的主体性,并非无选择地传播西学。二、留日学生在翻译的过程中,并非完全忠实于原文,而是通过增删取舍而选择性进行翻译。以翻译为手段,通过译文来达到自身的目的,反映自身的态度和政治理想追求等。因此,清末西学东渐是经过日本和留E日学生两次过滤的过程,西学的传播不仅发生在西方和中国两者之间,而是西方-日本-中国三者之间。因此,把握“西学东渐”的复杂性,需要高度重视日本作为过滤膜的作用以及留日学生的主体性。;2019-05-20;2019;;
P147;期刊;19世纪末20世纪初中国留日学生的译书活动及影响;"李楠楠;王鹏飞;";"南京航空航天大学外国语学院;";科技信息;"清末民初;;留日学生;;汉译日书;;推进";"19世纪末20世纪初,在我国教育史上是一个令人瞩目的转变时期,留日学生和大量的日文书籍翻译对我国近代教育发展和社会变迁起到了极大的推动作用,正如冯自由在革命逸史中所说""日本维新以后以翻译西书为汲汲今其国人与泰西各种学问皆贯串有得,颇得力于译出和文之书。""以译书为视点,考察留日学生对晚清时期日书中译概况。数以万计的留日学生回国后,成为近代中国学习日本和西方先进文明的重要媒介,不仅对近代中国的政治、军事、文化等方面发挥了积极作用,也在一定程度上推进了中国教育向着近代化方向发展。";2012-02-05;2012;165+162;
P389;硕士;清末中日教育交流的一个片段;王紫玉;东北师范大学;东北师范大学;"钱恂;;清末;;中日交流;;教育改革";19世纪末20世纪初,清政府为了进行近代化改革向日本学习,清末重臣张之洞派遣下属前往日本进行相关考察。钱恂是其中统筹全局,最为接近“清末新政”核心的幕僚之一。他兼具传统知识体系和积极进取的改革思想,被周作人评价为“老新党”。同时,钱恂在张之洞麾下实行清末教育改革的先遣团队中也占据了极为重要的位置,这些使他在赴日官员群体中具有一定的特殊意义。本文通过对钱恂的在日行动、著书、与张之洞、汪康年等人的来往书信进行考察,厘清他所受到的日本教育思想的影响,研究其在中日教育交流中的作用,得出以下结论:1.在学制改革方面,钱恂将日本的课程设置、素质教育、女性教育等先进的学制理念引入到清末教育改革中。2.在学风方面,倡导自由的学风、提倡教育普及化,为清朝科举制的废除贡献了自己的力量。3.在留学活动方面,他大力支持赴日留学,并作为留日学生监督积极推动了留学活动发展。然而,钱恂在癸卯学制发布前就退出了张之洞的幕府,并没有参与推行新学制的实施工作。时代的局限性使他没能在官场上彻底实现自己的改革理想,但在推动中日教育交流方面他做出得突出贡献是值得肯定的。同时,他也将在日本学习到的教育思想付诸于实践,并在自己家族的教育活动中贯彻,影响了亲属中的钱稻孙、钱玄同等一系列优秀学者,具有一定的积极意义。;2022-03-01;2022;;
P405;硕士;《浙江潮》所见清末留日学生的日本及东亚局势认识;杨莹;浙江工商大学;浙江工商大学;"《浙江潮》;;清末留日学生;;日本及东亚局势认识";19世纪末20世纪初,清政府开始向海外派遣留学生,以此为契机,国内开始掀起前往欧美及日本求学的留学风潮。在外求学的知识分子在接受新思想新知识的同时也时刻关注着国内外动态,并借由办报活动向国内宣传社会新思想、及时传递国际新动向。在众多的留学生刊物中,由留日学生创办的浙江潮是留学界办报活动中影响较大的一份报刊。在日留学的知识分子们结合自身所学专业,通过对日本教育、政治、经济、等各方面的观察,较为全面地反映了日本在取得甲午战争胜利后,正处于急速转变时期的日本社会并且及时向国内传递当时变幻莫测的东亚局势。目前有关清末日本认识的研究大多围绕甲午战争展开,而从留日学生的日本以及东亚局势认识入手,进行日本以及东亚局势研究的还不多见,因此本文以浙江潮中的对日以及东亚局势报导为一手资料,考察清末留日学生们对当时日本教育、政治、经济等各方面的认识,试图再现甲午战争之后,日俄战争前夕,日本的国内外状况。此外,还将结合日俄两国开战前围绕满洲及朝鲜地区所进行的争夺进行分析,从中探索留日学生的对日认识以及对当时东亚局势的认识并以此为基础探讨浙江潮中清末留日学生的东亚认识。本文主要由六章节组成,另加绪论及结语部分。绪论部分主要回顾浙江潮对于国内知识分子在认识日本以及当时东亚局势方面起到的作用,提出本文的研究价值。第一章主要叙述浙江潮的创刊背景以及编者群,并对浙江潮中涉及日本以及东亚局势的报导进行分类梳理。第二章主要论述浙江潮中有关日本教育方面的报导,通过留日学生对于当时日本的国民教育和军事教育改革的分析,考察留日学生对日本教育方面的认识。第三章主要着重于浙江潮中有关日本政治方面的报导,以当时日本政局中尖锐的民会问题和政党问题为切入点,考察留日学生对日本政治方面的认识。第四章以浙江潮中有关日本经济方面的报导为基本材料,结合当时日本国内的经济体制改革和实业发展状况从而考察留日学生对于日本经济方面的认识。第五章主要阐述浙江潮中有关东亚局势方面的报导,主要围绕当时日本在太平洋地区的经营和日俄两国在朝鲜地区的角逐这两方面展开分析,从而了解留日学生对于日本外交方面以及当时东亚局势的认识。第六章以浙江潮中有关对日报导以及东亚报导的特征为题重点分析浙江潮中对日报导以及东亚报导所体现的主要特征。最后结论部分主要总结留日学生对于当时日本以及东亚局势的整体认识并分析对日报导以及东亚局势报导所产生的作用。;2020-01-01;2020;;
P455;硕士;清末留日学生的跨文化传播;刘明明;厦门大学;厦门大学;"晚清留日学生;;《译书汇编》;;《游学译编》";19世纪末20世纪初,清政府统治下的中国正处于半殖民地半封建社会的深渊之中,面临着空前严重的瓜分危机和维新运动的失败阴影。然而仅仅十几年的时间,孙中山领导的革命党就推翻了腐朽的满清政府,创建了中华民国,这其中的功劳,除了武昌起义的几声枪响之外,更不可少的是这十年间由报刊杂志所做的思想方面的宣传工作。这其中提到的革命党,主要由当时的留日学生组成,他们在日本学习期间,除了创建革命团体以外,还以创办报刊杂志的形式向国内介绍西方和日本先进的政治法律知识和社会动态,对革命思想的传播起到了一定的促进作用。 本文选取译书汇编与游学译编两份译刊进行比较研究,试图从中看出留日学生所办刊物的发展方向和他们自身的思想转变,以及从这些变化中表现出来的中日跨文化传播的积极作用和不足之处。 全文分为七个部分: 第一章为绪论部分,介绍问题缘起、学术史回顾以及资料来源和研究方法。 第二章论述两份刊物创办的背景,包括时代背景、清末中译日书概况、以及刊物创办人的具体情况。 第三章到第五章分别介绍译书汇编与游学译编两份刊物的创办宗旨和内容,再结合时代背景进行比较分析,试图理清编者在办刊过程中思想的转变过程。 第六章从刊物创办的资金来源和发行区域两方面来分析两份刊物的出版发行情况,从中可以看出留日学生在传播新思想方面的成功与不足,以及对社会的影响。 最后一章结合前面的论述,分析两份刊物所体现的,以留日学生为主体的报刊宣传工作,在晚清中日跨文化传播过程中起到的作用和影响。;2007-05-01;2007;;
P267;期刊;试论世纪之交中国留日教育兴起成因及特点;陈丽平,李义发;安徽大学法学院,安徽大学历史系 安徽合肥230039 ,安徽合肥230039;巢湖学院学报;"中国;;留日教育;;兴起成因;;特点";19世纪末20世纪初,由于受多种因素的影响,留日教育在中国悄然兴起。其在人员选拔、学科选择及人才培养上都形成了自己一系列的特点,对中国社会产生了积极而深远的影响。;2005-09-25;2005;100-103;
P195;期刊;清末留日士官生与中国近代军事变革;"付中玮;";"江西师范大学;";安徽文学(下半月);"晚清;;留日士官;;军事变革;;近代化";19世纪末20世纪初所出现的留日士官生,是晚清政府为挽救统治危机而推行军事变革的积极产物。留日士官生在日学习十分刻苦,学成归来后为推动晚清军事变革和实现中国军队近代化建设做出了巨大的贡献。;2010-03-15;2010;156-158;
P291;期刊;清末山东留日学生与山东辛亥革命;李红;山东师范大学 济南250014;山东行政学院山东省经济管理干部学院学报;"山东;;留日学生;;辛亥革命";"2 0世纪初 ,山东留日学生日益增多。他们中绝大多数人是为寻找富国强兵之路而留学的。他们参加革命政党 ,大力宣传革命 ;倡办新式学堂 ,壮大革命力量 ;筹募革命经费 ,投身革命队伍 ;组织领导爱国运动 ,推动了山东辛亥革命。";2003-02-25;2003;113-114;
P124;期刊;关于“留日学生与辛亥革命”及“海归已死”的对话——答日本《朝日新闻》记者林望、《解放日报》记者支玲琳的采访提问;"周棉;";"江苏师范大学留学生与近代中国研究中心;";徐州师范大学学报(哲学社会科学版);"留日学生;同盟会;孙中山;留学生群体;采访提问;《朝日新闻》;《解放日报》;";"2011年9月9日,日本朝日新闻驻广州支局记者林望用电话、邮件[1]联系周棉教授,表示:""日本人对孙中山先生很有感情,关注下月的辛亥革命100周年。我们朝日新闻有计划写有关的一系列报道"",希望""您从专家的角度分析""当时留日学生与辛亥革命的有关问题。周棉教授据此于2011年9月30日10时-11时20分作了书面回答,遗憾的是,2011年10月12日朝日新闻仅用一、二句话作了介绍。为了让更多关心""留日学生与辛亥革命""关系的学术界朋友了解这个问题,特发表周棉答林望的采访提问。2011年12月26日,解放日报记者支玲琳有感于""日前出炉的2011年海归就业力调查报告中海归的收入与投资相比,明显收益回报不成正比。而这,也将一直以来各方对海归含金量的质疑推向了极端,有媒体甚至直接打出了‘海归已死’的标题……期待周老师您能从人文、历史角度多作阐释。""周棉教授据此于2011年12月30日作了书面回答,2012年1月4日解放日报作了摘要发表。为了让更多关心归国留学生有关问题的各界朋友了解这个问题,特全文发表周棉答支玲琳的采访提问。";2012-11-15;2012;1-10;
P075;期刊;20世纪初留日学生对西方民主政治理论的传播;"王艳;";"安徽师范大学历史与社会学院;";雪莲;"留日学生;;民主政治理论;;传播主体;;传播方式";20世纪初,中国主要从日本输入西方民主政治理论,留日学生在这一过程中发挥了重大作用。他们将创办报刊作为主要传播方式,大量引进能够直接推动国内政治改革的新思想,体现了他们的传播是有目的、有选择、有组织的。;2015-06-25;2015;116+118;
P115;期刊;晚清留日学生与中国公学;"朱华;";"西华师范大学历史文化学院;";中国国家博物馆馆刊;"留日学生;;取缔规则;;中国公学";20世纪初,中国兴起了一股留学日本的热潮。留日热潮是甲午战争后清末留学救亡实践的产物。中国公学作为中国最早的私立大学之一,是在清末留日学生的倡导与推动下,在中国近代史上建成的第一所先有学生而后有学校的大学。考察晚清留日学生与中国公学,可以充分认识清末留学救亡思潮及留日学生和中国公学创建的关系。中国公学的成立是近代教育史上的一大创举,它促进了中国教育近代化进程。;2013-05-15;2013;105-111;
P265;期刊;救亡与启蒙的二重奏——以留日学生刊物《浙江潮》为个案的考察;"田正平;";浙江大学教育学院教育系,;教育研究;"清末;;留日学生;;《浙江潮》;;救亡;;启蒙";20世纪初,留日学生心系民族危亡、祖国命运,他们怀着爱国主义激情, 努力输入异域文明,介绍新知识、新理论、新学术于国人,自觉承担“过渡时代所必负之责任”。可以说,在留学日本这个大舞台上,留学生们演奏的是一曲威武雄壮的救亡与启蒙的二重奏。从根本上说,这一基调,是20世纪初中国的社会现实向关心祖国前途、民族命运的海外学子所提出的紧迫的任务。;2005-11-17;2005;71-77;
P242;期刊;另类视野中的满与汉——以满族留日学生为中心的考察;"李龙;";四川大学历史文化学院 四川成都610064;钦州学院学报;"满族;;汉族;;满族留学生;;融合;;革命派";"20世纪初,统治中国的满清王朝已是日暮途穷,革命派大兴。作为革命者的一个重要口号——""反满"",亦是喧嚣一时。与之相对应,满清统治者也提出了""排汉""主义。而在此二者之外,以满族留学生为首的满人新知识分子,站在立宪的政治立场上,却认为满汉已经没有明显的民族问题,极力倡导""融合满汉"",认为只有""融合满汉""才能使中国自立于世界。";2007-08-20;2007;112-116;
P150;期刊;清末留日中国学生与爱国意识的高涨——以牧口常三郎所著《人生地理学》为中心;"高桥强;";"日本创价大学;";徐州师范大学学报(哲学社会科学版);"清末;;留日学生;;爱国意识;;《人生地理学》";20世纪初叶,中国出现了赴日留学浪潮。从当时中国所处的国内外局势来看,清朝政府软弱,西方列强伺机瓜分中国领土,其状况相当严峻和复杂。因此,中国留学生的忧国之心逐渐强烈,爱国意识日益高涨。以牧口常三郎所著的人生地理学为中心进行考察,可以发现,留日学生爱国意识的形成包括日本因素、中国因素以及新知识因素。他们爱国意识的高涨主要表现在以实业来经济救国,以教科书来教育救国,以新知识来科学救国。;2012-01-15;2012;1-6;
P230;期刊;论晚清留日学生与辛亥革命;"夏俊锋;苏诚;";"安徽师范大学社会学院;";哈尔滨学院学报;"晚清留日学生;;辛亥革命;;作用与功绩";"20世纪初叶,以孙中山为首的资产阶级革命派发动了震惊中外的辛亥革命,以暴力革命的方式摧垮了满清王朝,结束了延续两千多年的君主专制在中国的统治,建立了第一个比较完备的资产阶级共和国。在这一民主革命中,以留日革命学生为骨干的青年知识分子群体充当了""先锋和桥梁""的作用。研究晚清留日学生与辛亥革命的关系,对于正确认识知识分子的作用和继承发扬留日学生的爱国革命精神是不无意义的。";2008-10-20;2008;107-111;
P108;期刊;容县籍留日革命志士在辛亥革命中的贡献述评;"韦秋杰;";"河池学院政治与法律系;";边疆经济与文化;"广西容县籍;;留日革命志士;;辛亥革命;;贡献";"20世纪初叶,广西留日学生日益增多。以刘崛为代表的广西容县籍留日革命志士,在辛亥革命期间追随孙中山先生,为中国的民主共和而奋斗。他们踊跃参加同盟会,致力推翻清封建帝制;创办革命刊物,广泛宣传民主革命思想;从事教育事业,培养青年革命生力军;策动响应武昌起义,使梧州首获独立,推动了广西辛亥革命的发展。";2013-07-15;2013;72-74;
P278;期刊;留日学生在清末立宪运动中的作用初探;胡宁;西华师范大学历史系 四川 南充 637002;伊犁教育学院学报;"清末;;留日学生;;立宪运动;;贡献";"20世纪初在中国爆发的立宪运动,是中国近代史上一次民主化运动,也是中国的先进分子试图以和平的手段从根本上挽救民族危机的一种有益的尝试。清末留日学生直接推动着中国立宪运动的进行。运动中,他们积极推动全国的立宪人士由分散走向联合。促成全国性立宪团体乃至政党的成立;以各种手段宣传立宪,进行宪政的启蒙;是推动全国规模的国会请愿运动的进行。虽然他们的尝试最终失败了,但是,此次运动对后世的影响极大。其历史作用不容抹煞。";2004-06-30;2004;19-22;
P125;期刊;河南留日学生在河南辛亥革命中的历史作用探析;"魏红专;";"焦作师范高等专科学校;";科教导刊(中旬刊);"河南;;留日学生;;辛亥革命";20世纪初年,河南籍留日学生为了挽救民族,振兴河南,接受了资产阶级革命思想,积极参加同盟会,建立了地方革命组织,发展同盟会员,扩大革命力量,编印进步书刊,宣传革命主张,领导组织武装革命,推动了河南辛亥革命的爆发和资产阶级民主革命进程。;2012-10-15;2012;114-115;
P269;期刊;“新民”与“心力”——20世纪初留日中国知识分子笔下的关键词研究;李怡;西南师范大学文学院 重庆400715;徐州师范大学学报;"留日中国知识分子;;新民;;心力";"20世纪初留日中国知识分子笔下的关键词包含着中国近现代文化演变的诸多信息。“新民”、“心力”的出现则代表了一代学人试图改变现实、重新选择未来的实践方略。“新民”是中国知识分子在一个“列国竞争”的时代,从国家主义的立场出发所设计的民族改造理想;而“心力”则与西方意志主义思想相联系,体现了近代中国知识分子“自觉、坚韧、果敢”地选择现代化走向时强化意志的要求,与西方意志论思潮,特别是西方19世纪以后的唯意志论思想有着密切的联系。";2005-06-30;2005;16-19;
